,Level,Date,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Week,Month
398,National,2020/02/03,"62,674,786","264,492,648","1,199,881,215","309,361,981","298,768,180","144,217,541","179,488,542","176,581,766","60,146,693","19,254,250","8,556,657","2,063,337","1,442,268",5,2
399,National,2020/02/04,"61,679,850","265,487,584","1,197,568,685","304,952,859","295,068,380","143,677,498","181,306,282","179,890,657","61,391,691","19,439,658","8,327,027","2,092,412","1,422,221",5,2
400,National,2020/02/05,"62,904,481","264,262,953","1,199,350,169","308,458,460","298,209,235","144,298,569","180,216,978","177,423,991","60,002,386","18,872,829","8,304,067","2,103,775","1,459,879",5,2
401,National,2020/02/06,"61,906,353","265,261,081","1,195,789,304","307,479,845","298,625,144","143,734,227","179,542,671","176,469,771","59,488,047","18,745,897","8,251,921","2,067,331","1,384,450",5,2
402,National,2020/02/07,"60,378,882","266,788,552","1,260,658,317","321,227,400","318,280,745","154,003,697","190,559,844","183,149,967","60,833,405","20,115,674","9,077,942","2,050,978","1,358,665",5,2
403,National,2020/02/08,"68,190,960","258,976,474","1,164,809,061","290,540,680","300,095,373","146,238,755","178,235,666","163,597,281","54,660,996","19,938,962","8,417,405","1,810,766","1,273,177",5,2
404,National,2020/02/09,"81,478,436","245,688,998","960,101,921","234,357,631","252,068,034","123,399,995","148,640,436","130,353,089","41,831,115","16,746,977","8,808,184","2,129,728","1,766,732",6,2
405,National,2020/02/10,"62,675,132","264,492,302","1,185,964,968","292,946,326","294,545,015","144,885,394","182,149,861","178,440,677","60,463,998","19,640,416","8,683,427","2,270,807","1,939,047",6,2
406,National,2020/02/11,"58,433,923","268,733,511","1,200,995,733","296,802,910","296,744,832","146,856,376","184,895,728","181,804,433","61,481,516","19,705,512","8,553,730","2,266,209","1,884,487",6,2
407,National,2020/02/12,"59,593,637","267,573,797","1,227,156,309","303,579,869","302,694,644","150,786,974","189,797,325","184,798,145","61,917,935","20,022,668","8,989,172","2,439,045","2,130,532",6,2
408,National,2020/02/13,"58,647,882","268,519,552","1,219,699,730","300,074,769","301,880,602","150,130,353","187,871,584","182,989,634","61,811,451","20,578,555","9,601,428","2,571,781","2,189,573",6,2
409,National,2020/02/14,"57,024,410","270,143,024","1,315,614,708","319,081,219","325,521,024","164,020,356","204,495,724","196,370,884","66,127,553","23,280,859","11,487,492","2,845,046","2,384,551",6,2
410,National,2020/02/15,"65,226,001","261,941,433","1,204,852,572","288,833,905","299,500,308","152,290,600","189,326,003","175,602,813","60,322,185","23,482,911","10,728,719","2,539,529","2,225,599",6,2
411,National,2020/02/16,"73,049,587","254,117,847","1,063,100,765","257,226,108","270,598,174","135,866,898","166,487,689","148,324,377","48,743,018","20,186,720","10,768,400","2,650,649","2,248,732",7,2
412,National,2020/02/17,"82,467,158","244,700,276","980,769,096","239,589,215","239,294,977","120,525,268","151,441,001","147,332,208","51,120,408","18,411,662","8,987,761","2,254,922","1,811,674",7,2
413,National,2020/02/18,"61,680,016","265,487,418","1,190,702,707","292,051,962","288,807,317","144,925,566","184,164,548","182,959,892","62,894,050","20,750,886","9,452,489","2,545,775","2,150,222",7,2
414,National,2020/02/19,"59,593,514","267,573,920","1,227,157,151","303,337,556","298,627,652","148,735,741","189,169,697","188,347,712","64,343,580","21,034,041","9,287,459","2,439,932","1,833,781",7,2
415,National,2020/02/20,"61,906,130","265,261,304","1,199,202,157","295,895,640","292,002,248","144,849,029","184,115,121","184,144,503","63,567,028","20,981,303","9,533,107","2,445,064","1,669,114",7,2
416,National,2020/02/21,"60,379,182","266,788,252","1,274,395,038","312,948,432","310,863,884","155,230,299","196,466,427","192,659,139","66,329,756","23,497,553","11,590,435","2,851,612","1,957,501",7,2
417,National,2020/02/22,"62,261,223","264,906,211","1,230,328,799","301,711,140","307,727,349","153,643,270","190,070,740","176,673,481","61,221,532","23,812,177","10,977,657","2,627,045","1,864,408",7,2
418,National,2020/02/23,"73,049,238","254,118,196","1,077,811,394","265,055,505","280,555,957","137,931,677","166,790,142","148,179,060","47,720,022","18,867,580","9,484,051","1,999,054","1,228,346",8,2
419,National,2020/02/24,"62,674,465","264,492,969","1,199,874,716","299,276,276","300,003,259","148,088,101","185,009,486","180,401,832","58,988,619","17,939,638","7,054,939","1,677,629","1,434,937",8,2
420,National,2020/02/25,"58,433,526","268,733,908","1,225,016,140","303,674,928","301,660,744","149,660,058","189,587,152","188,620,091","62,751,575","18,951,086","7,045,938","1,630,513","1,434,055",8,2
421,National,2020/02/26,"59,593,760","267,573,674","1,261,918,593","309,951,170","336,516,427","158,994,394","193,518,655","181,080,883","55,975,244","16,824,986","6,558,665","1,486,624","1,011,545",8,2
422,National,2020/02/27,"58,647,818","268,519,616","1,250,450,270","315,236,907","312,067,297","153,123,619","191,330,243","188,033,054","62,085,459","18,798,809","7,000,874","1,577,013","1,196,995",8,2
423,National,2020/02/28,"57,024,200","270,143,234","1,325,922,758","333,224,727","335,572,479","164,076,703","202,775,243","194,592,882","63,842,724","20,580,089","8,357,600","1,667,030","1,233,281",8,2
424,National,2020/02/29,"62,261,075","264,906,359","1,270,370,021","311,887,000","325,445,358","161,492,996","197,475,715","181,339,601","60,329,574","21,652,515","8,058,658","1,528,297","1,160,307",8,2
425,National,2020/03/01,"70,239,950","256,927,484","1,103,564,948","279,450,167","290,439,018","140,527,309","168,640,341","148,371,515","46,694,318","17,784,934","8,541,584","1,826,957","1,288,805",9,3
426,National,2020/03/02,"62,675,080","264,492,354","1,238,134,641","318,826,460","309,615,475","149,506,187","185,722,212","184,056,245","61,757,080","18,747,063","6,932,465","1,540,518","1,430,936",9,3
427,National,2020/03/03,"58,433,989","268,733,445","1,262,762,409","329,156,203","309,753,259","149,009,332","187,309,764","188,349,717","65,451,901","21,652,589","9,048,506","1,986,630","1,044,508",9,3
428,National,2020/03/04,"59,594,013","267,573,421","1,272,349,990","328,418,084","309,059,958","150,487,779","190,717,688","192,464,789","66,823,713","22,109,729","9,313,631","1,958,198","996,421",9,3
429,National,2020/03/05,"55,390,150","271,777,284","1,270,948,525","326,880,490","309,181,805","150,269,370","190,293,129","192,197,507","67,089,897","22,414,285","9,629,056","1,987,246","1,005,740",9,3
430,National,2020/03/06,"57,024,833","270,142,601","1,312,174,388","332,820,319","323,278,257","156,762,253","196,959,806","196,001,063","68,053,317","24,093,748","11,030,132","2,157,586","1,017,907",9,3
431,National,2020/03/07,"62,261,631","264,905,803","1,263,082,657","318,805,979","319,911,075","156,263,407","191,572,702","177,799,863","60,557,128","23,854,994","10,954,986","2,159,904","1,202,619",9,3
432,National,2020/03/08,"70,240,074","256,927,360","1,099,883,609","279,948,709","282,529,026","137,083,627","166,614,365","149,787,048","49,115,516","20,512,603","10,799,977","2,265,225","1,227,513",10,3
433,National,2020/03/09,"62,675,176","264,492,258","1,227,697,771","317,738,246","299,649,111","145,739,233","184,243,434","183,938,926","63,323,101","21,245,276","8,984,475","1,816,768","1,019,201",10,3
434,National,2020/03/10,"61,680,334","265,487,100","1,225,015,868","314,269,775","298,244,258","145,069,212","184,292,504","185,381,949","64,319,037","21,529,397","9,001,748","1,880,041","1,027,947",10,3
435,National,2020/03/11,"59,594,059","267,573,375","1,261,922,006","334,490,156","310,542,929","145,472,443","182,194,259","180,749,994","64,526,173","24,743,769","13,475,220","3,371,347","2,355,716",10,3
436,National,2020/03/12,"61,906,643","265,260,791","1,243,616,566","332,233,996","306,823,845","142,070,590","176,323,686","176,378,776","63,799,685","25,539,735","14,476,977","3,651,375","2,317,901",10,3
437,National,2020/03/13,"60,379,289","266,788,145","1,295,004,468","345,697,609","325,826,390","151,446,527","186,551,193","179,597,555","61,674,289","24,567,970","14,049,882","3,367,861","2,225,192",10,3
438,National,2020/03/14,"74,121,115","253,046,319","1,168,443,362","308,825,453","304,867,673","139,750,743","168,647,126","153,532,471","51,651,565","22,174,987","13,012,109","3,403,634","2,577,601",10,3
439,National,2020/03/15,"87,097,677","240,069,757","996,887,136","260,872,756","266,240,918","125,026,093","147,580,259","127,808,244","40,088,801","16,524,689","9,411,065","2,144,244","1,190,067",11,3
440,National,2020/03/16,"75,869,938","251,297,496","1,144,230,584","294,698,453","283,938,818","135,639,717","169,751,661","169,060,930","58,665,432","20,256,140","9,131,886","1,974,383","1,113,164",11,3
441,National,2020/03/17,"84,404,584","242,762,850","1,070,601,942","278,469,018","261,332,572","124,934,743","158,296,351","160,394,267","56,201,829","19,294,243","8,667,054","1,968,337","1,043,528",11,3
442,National,2020/03/18,"89,391,093","237,776,341","1,063,766,960","278,116,777","258,254,631","123,527,928","157,205,727","159,337,556","56,009,593","19,406,385","8,868,178","2,034,447","1,005,738",11,3
443,National,2020/03/19,"91,230,685","235,936,749","1,031,792,630","271,271,428","253,217,421","120,122,678","151,289,442","152,745,202","53,227,802","18,439,205","8,566,400","1,947,262","965,790",11,3
444,National,2020/03/20,"90,568,700","236,598,734","1,061,423,759","280,891,914","265,827,718","125,114,925","154,773,989","151,877,430","52,158,617","18,568,740","9,096,748","2,042,455","1,071,223",11,3
445,National,2020/03/21,"100,804,517","226,362,917","960,966,985","261,305,958","256,193,768","117,940,011","138,300,535","121,923,242","38,836,679","14,988,239","8,309,061","2,056,951","1,112,541",11,3
446,National,2020/03/22,"99,351,528","227,815,906","779,419,904","216,365,729","213,420,468","94,783,144","108,820,873","93,441,301","29,614,485","12,442,597","7,619,703","1,941,034","970,570",12,3
447,National,2020/03/23,"89,122,519","238,044,915","870,340,698","230,155,728","215,213,250","100,498,555","126,551,560","127,763,110","44,798,851","15,583,719","7,282,150","1,615,777","877,998",12,3
448,National,2020/03/24,"91,099,456","236,067,978","872,706,770","237,231,398","214,900,919","99,304,045","124,563,320","126,186,406","44,607,328","15,790,915","7,451,193","1,766,652","904,594",12,3
449,National,2020/03/25,"91,702,132","235,465,302","867,965,984","236,901,243","212,011,406","98,427,777","124,196,002","125,679,502","44,753,881","15,811,850","7,507,743","1,814,386","862,194",12,3
450,National,2020/03/26,"91,480,315","235,687,119","896,323,261","249,046,638","220,176,833","101,733,994","127,277,004","127,860,092","44,917,281","15,636,769","7,206,567","1,702,551","765,532",12,3
451,National,2020/03/27,"90,810,744","236,356,690","897,838,775","246,780,056","223,124,153","103,465,017","128,343,820","126,387,870","43,928,059","15,691,479","7,579,580","1,745,720","793,021",12,3
452,National,2020/03/28,"97,475,325","229,692,109","813,423,690","222,391,553","219,528,792","99,772,446","116,477,840","101,491,959","32,145,892","12,283,468","6,704,777","1,724,974","901,989",12,3
453,National,2020/03/29,"103,367,235","223,800,199","737,100,416","204,769,360","203,430,460","90,187,457","103,610,752","87,409,590","27,372,987","11,068,476","6,527,501","1,738,620","985,213",13,3
454,National,2020/03/30,"90,744,448","236,422,986","856,710,276","232,156,742","211,519,004","98,797,012","123,773,675","123,130,799","43,101,760","14,969,105","6,839,073","1,565,886","857,220",13,3
455,National,2020/03/31,"93,371,152","233,796,282","844,978,230","229,377,342","207,813,303","96,906,024","121,209,124","121,738,485","43,056,423","15,138,674","7,096,540","1,755,842","886,473",13,3
456,National,2020/04/01,"92,048,676","235,118,758","885,030,932","246,165,778","219,069,952","101,399,708","126,201,146","125,086,848","43,248,125","14,876,297","6,631,795","1,552,789","798,494",13,4
457,National,2020/04/02,"92,378,990","234,788,444","865,942,581","237,783,036","212,547,913","99,457,713","124,190,407","123,359,037","43,293,342","15,400,709","7,297,276","1,720,357","892,791",13,4
458,National,2020/04/03,"90,694,427","236,473,007","896,792,655","242,497,261","226,539,242","105,959,244","130,172,169","125,447,919","42,415,056","14,711,053","6,729,051","1,482,318","839,342",13,4
459,National,2020/04/04,"98,847,351","228,320,083","807,362,923","221,170,458","217,288,956","100,147,287","117,098,531","100,605,815","30,892,074","11,467,689","6,062,662","1,587,483","1,041,968",13,4
460,National,2020/04/05,"103,024,157","224,143,277","744,107,892","208,734,269","203,794,184","91,277,549","105,272,897","88,475,808","27,067,185","10,589,116","6,187,654","1,659,946","1,049,284",14,4
461,National,2020/04/06,"93,298,445","233,868,989","890,953,746","247,899,028","222,496,128","102,913,084","127,917,780","125,138,163","42,743,629","14,248,683","5,814,223","1,179,585","603,443",14,4
462,National,2020/04/07,"92,991,783","234,175,651","908,185,570","254,499,222","225,984,420","104,122,923","129,637,030","128,244,620","43,974,519","14,396,769","5,623,121","1,168,542","534,404",14,4
463,National,2020/04/08,"92,849,902","234,317,532","901,542,017","250,968,911","224,374,691","103,696,489","128,784,297","127,756,928","43,871,021","14,450,925","5,810,295","1,266,467","561,993",14,4
464,National,2020/04/09,"94,603,720","232,563,714","887,228,191","240,655,624","221,103,777","102,441,707","128,329,063","128,367,573","44,205,205","14,473,930","5,814,955","1,267,667","568,690",14,4
465,National,2020/04/10,"89,939,305","237,228,129","928,398,295","251,370,116","237,836,607","110,756,131","135,630,965","128,662,936","42,083,281","14,053,520","6,071,082","1,313,834","619,823",14,4
466,National,2020/04/11,"93,559,679","233,607,755","919,389,754","257,651,590","250,853,137","114,931,875","132,863,193","111,979,119","33,035,017","11,245,800","5,033,168","1,184,178","612,677",14,4
467,National,2020/04/12,"110,211,784","216,955,650","672,104,143","189,465,680","188,383,260","81,528,638","94,153,057","80,371,804","23,659,359","8,559,832","4,338,784","1,071,370","572,359",15,4
468,National,2020/04/13,"95,963,913","231,203,521","864,262,458","232,049,240","218,451,805","100,434,051","125,406,423","124,624,627","42,656,501","13,778,392","5,348,777","1,052,521","460,121",15,4
